"Section","Sub Section","Report Title","URL","Display Order"
"Division Reports","2017 Reports to Council","2017-04-13:  Department of Appeals and Hearings (DAH) remedies for civil infractions","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/DAH Remidies for Civil Infractions.pdf","688"
"Division Reports","2017 Reports to Council","2017-04-03:  Fiscal Analysis of the Charles H. Wright Museum of African Amer. History","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/Fiscal Analysis of MAAH.pdf","689"
"Division Reports","2017 Reports to Council","2017-04-03:  Status of the Eight Mile Rd. designation as Major Corridor Overlay Area","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/City Planning Commission/8 Mile Rd Major Corridor Status Rpt.pdf","690"
"Division Reports","2017 Reports to Council","2017-03-29:  SD1 and SD2 Zoning District Classifications","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/City Planning Commission/SD1 SD2 Amendment Supplemental Report 03292017.pdf","691"
"Division Reports","2017 Reports to Council","2017-03-29:  Community Benefits Ord. and Neighborhood Advisory Council Process","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/CBO NAC.pdf","692"
"Division Reports","2017 Reports to Council","2017-03-28:  Tax Abatement Request for Shoppes at Woodward and 6568 Woodward","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/6513 Woodward and 6568 Woodward.pdf","693"
"Division Reports","2017 Reports to Council","2017-03-28:  Resolution for designation of Detroit Daffodil Day","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/reso for DETROIT DAFFODIL DAY.pdf","694"
"Division Reports","2017 Reports to Council","2017-03-28:  Gaming Tax Revenue through February 2017","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/Gaming Tax Revenue thru Feb 2017.pdf","695"
"Division Reports","2017 Reports to Council","2017-03-24:  Rezoning Request of three (3) petitioners to amend Map 8 of Chapter 61","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/City Planning Commission/Milwaukee Junction Rezoning CC report.pdf","696"
"Division Reports","2017 Reports to Council","2017-03-24:  Rezoning Request for 262 Mack - Intersection Consulting Group","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/City Planning Commission/262 Mack Report to Council.pdf","697"
"Division Reports","2017 Reports to Council","2017-03-24:  Rezoning Request for 6200 and 6225 Lonyo Avenue - Farah Zahr","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/City Planning Commission/6200-6226 Lonyo Rezoning_CC_report edited_1.pdf","698"
"Division Reports","2017 Reports to Council","2017-03-21:  Draft Letter to Starbucks Urging Continued Hiring of Detroit Residents","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/Starbucks Letter to Hire Detroiters.pdf","699"
"Division Reports","2017 Reports to Council","2017-03-20:  Text Amendment to amend SD1 and SD2 Zoning Classifications","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/City Planning Commission/SD1 SD2 text amendment CPC report to council_1.pdf","700"
"Division Reports","2017 Reports to Council","2017-03-17:  Planned Development Site Plan Review for Brush Park Village North Condo","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/City Planning Commission/Brush Park North  Report 3-17.pdf","701"
"Division Reports","2017 Reports to Council","2017-03-16:  Weatherization Program Review","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/Weatherization Program Review.pdf","702"
"Division Reports","2017 Reports to Council","2017-03-16:  Draft Resolution to Support Restoration of Great Lakes Protection Funds","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/Great Lakes Funds Reso.pdf","703"
"Division Reports","2017 Reports to Council","2017-03-16:  Homeland Security Memos","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/Homeland Security Memos.pdf","704"
"Division Reports","2017 Reports to Council","2017-03-14:  Reso urging President Trump not to reduce CDBG Dollars for Urban Cities","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/Trump HUD Reso.pdf","705"
"Division Reports","2017 Reports to Council","2017-03-09:  Reso in Support of Davis Aerospace Technical High School","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/Davis Aerospace.pdf","706"
"Division Reports","2017 Reports to Council","2017-03-07:  Resolution for Your Neighborhood, Your Lots","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/Your Neighborhood Your Lot.pdf","707"
"Division Reports","2017 Reports to Council","2017-03-06:  Reso Opposing Prohibit Illegal Aliens from Receiving Public Assistance","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/Revised Public Assistance Reso.pdf","708"
"Division Reports","2017 Reports to Council","2017-03-03:  Rezoning request of Karasi Development Group, LLC","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/City Planning Commission/Karasi Developmeni Group Rezoning.pdf","709"
"Division Reports","2017 Reports to Council","2017-03-01:  Gaming Tax Revenue through January 2017","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/Gaming Tax Revenue thru Jan 2017.pdf","710"
"Division Reports","2017 Reports to Council","2017-02-27:  Methods to Capture Revenue from Professional Sports Tickets Sales","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/Sports Ticket Revenue.pdf","711"
"Division Reports","2017 Reports to Council","2017-02-24:  Parking Accommodations for Delivery Services","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/Parking for Delivery Services.pdf","712"
"Division Reports","2017 Reports to Council","2017-02-20:  Rezoning of 2800 W. Fort and 746 Morrell","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/City Planning Commission/nasser mgmt llc report.pdf","713"
"Division Reports","2017 Reports to Council","2017-02-20:  NSO Properties rezoning request for a PD classification","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/City Planning Commission/NSO Properties Mack-Ellery-Ludden-Elmwood Rezoning.pdf","714"
"Division Reports","2017 Reports to Council","2017-02-20:  Proposed Capital Agenda FY 2017-18 through 2021-22","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/City Planning Commission/CPC Capital Agenda Recommendation.pdf","715"
"Division Reports","2017 Reports to Council","2017-02-15:  Health Related Resolutions","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/Health Related Resos.pdf","716"
"Division Reports","2017 Reports to Council","2017-02-15:  NEZ Certificate Applications - 64 Watson Ave.","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/City Planning Commission/NEZ - 64 Watson.pdf","717"
"Division Reports","2017 Reports to Council","2017-02-15:  NEZ Certificate Applications - 449 W. Willis","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/City Planning Commission/NEZ - 449 W Willis.pdf","718"
"Division Reports","2017 Reports to Council","2017-02-15:  NEZ Certificate Applications - 14 units of condominium housing","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/City Planning Commission/NEZ - 14 units of condos.pdf","719"
"Division Reports","2017 Reports to Council","2017-02-15:  NEZ Certificate Applications - 600 Woodward Ave.","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/City Planning Commission/NEZ - 600 Woodward.pdf","720"
"Division Reports","2017 Reports to Council","2017-02-15:  NEZ Certificate Applications - 284 Eliot St.","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/City Planning Commission/NEZ - 284 Eliot.pdf","721"
"Division Reports","2017 Reports to Council","2017-02-16:  Resolution to Create City Council Community Service Award","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/Delores Bennett Reso.pdf","722"
"Division Reports","2017 Reports to Council","2017-02-15:  Pistons, DDA and Olympia Entertainment Memorandum of Understanding","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/Pistons MOU.pdf","723"
"Division Reports","2017 Reports to Council","2017-02-14:  Construction Project Signage Requirements","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/Construction Signage Projects.pdf","724"
"Division Reports","2017 Reports to Council","2017-02-08:  Application to the National Register Nomination for Hart Plaza","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/Amended Reso for Natl Register Nomination for HART PLAZA.pdf","725"
"Division Reports","2017 Reports to Council","2017-02-08:  Vehicles for Hire","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/Vehicle for Hire.pdf","726"
"Division Reports","2017 Reports to Council","2017-02-07:  3 Resolutions in Opposition to President Trump's Executive Orders","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/THREE RESOS IN OPPOSITION TO PRESIDENT EXECUTIVE ORDERS.pdf","727"
"Division Reports","2017 Reports to Council","2017-02-06:  Detroit Public School Legislation","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/DPS Legislation.pdf","728"
"Division Reports","2017 Reports to Council","2017-02-06:  Proposed Capital Agenda FY 2017-2018 thru 2021-2022","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/CPC - Proposed Capital Agenda FY 2018-FY2022.pdf","729"
"Division Reports","2017 Reports to Council","2017-02-03:  2017-2018 CDBG-NOF Recommendations","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/CDBG-NOF CPC Recommendations.pdf","730"
"Division Reports","2017 Reports to Council","2017-02-02:  Detroit Public School Legislation","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/DPS Legislation.pdf","731"
"Division Reports","2017 Reports to Council","2017-02-02:  Water Shut Offs in Hardship Cases","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/Water Shut Offs.pdf","732"
"Division Reports","2017 Reports to Council","2017-01-31:  Michael Kelemen PD request at 284 Elliot St.","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/Keleman Council Report.pdf","733"
"Division Reports","2017 Reports to Council","2017-01-30:  Drainage Fee Exemptions or Discounts in Other Jurisdictions","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/Drainage Fee Exemption.pdf","734"
"Division Reports","2017 Reports to Council","2017-01-27:  RHEAL Capital Management modifying existing zoning classification","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/City Planning Commission/RHEAL Capital Management LLC.pdf","735"
"Division Reports","2017 Reports to Council","2017-01-25:  Language Accessibility Grants","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/Language Accessibility Grants - GC.pdf","736"
"Division Reports","2017 Reports to Council","2017-01-25:  MEDC Logistics and Supply Chain Asset Study","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/MEDC Logistics - RCL.pdf","737"
"Division Reports","2017 Reports to Council","2017-01-24:  Packard Administration Building Brownfield Redevelopment Plan","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/Packard Brownfield.pdf","738"
"Division Reports","2017 Reports to Council","2017-01-24:  Board of Police Commissioners' Expense Reimbursements","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/BOPC Expense Reimbursements Final Report 01242017.pdf","739"
"Division Reports","2017 Reports to Council","2017-01-19:  Grant to Preserve African American Civil Rights Movement Sites","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/Grant to Preserve African American Civil Rights Movement Sites.pdf","740"
"Division Reports","2017 Reports to Council","2017-01-17:  Gaming Tax Revenue through December 2016","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/Gaming Tax Revenue thru Dec 2016.pdf","741"
"Division Reports","2017 Reports to Council","2017-01-11:  Gaming Tax Revenue through November 2016","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/Gaming Tax Revenue thru Nov 2016.pdf","742"
